 	avm0
338 	0.100380865921388
339 	0.0989613464633222
340 	0.0975418270052564
341 	0.0961223075471907
342 	0.0947027880891249
343 	0.0919130742826547
344 	0.0853808893454671
345 	0.0788487044082795
346 	0.072316519471092
347 	0.0657843345339044
348 	0.0592521495967168
349 	0.0527199646595292
350 	0.0486243424972567
351 	0.0446276026952565
352 	0.0406308628932563
353 	0.0366341230912561
354 	0.0326373832892559
355 	0.0286406434872557
356 	0.0267636560308565
357 	0.0259738032872542
358 	0.0251839505436518
359 	0.0243940978000495
360 	0.0236042450564472
361 	0.0228143923128448
362 	0.0220884052255076
363 	0.0214730488104985
364 	0.0208576923954894
365 	0.0202423359804803
366 	0.0196269795654712
367 	0.0190116231504621
368 	0.0187914954754651
369 	0.0233089798398338
370 	0.0278264642042025
371 	0.0323439485685711
372 	0.0368614329329398
373 	0.0413789172973085
374 	0.0458964016616772
375 	0.0545685813233583
376 	0.0643120975082458
377 	0.0740556136931332
378 	0.0837991298780206
379 	0.0935426460629081
380 	0.103286162247796
381 	0.106270738564377
382 	0.102940870091032
383 	0.0996110016176877
384 	0.096281133144343
385 	0.0929512646709983
386 	0.0896213961976537
387 	0.0868611905712
388 	0.0858470247274938
389 	0.0848328588837875
390 	0.0838186930400813
391 	0.082804527196375
392 	0.0817903613526688
393 	0.0807761955089625
394 	0.0892534469469004
395 	0.0979145280773472
396 	0.106575609207794
397 	0.115236690338241
398 	0.123897771468688
399 	0.132558852599135
400 	0.130761145923817
401 	0.124936371367608
402 	0.119111596811399
403 	0.113286822255191
404 	0.107462047698982
405 	0.101637273142774
406 	0.0953173691242121
407 	0.0884346256313517
408 	0.0815518821384913
409 	0.0746691386456309
410 	0.0677863951527706
411 	0.0609036516599102
412 	0.055363964217332
413 	0.0545583974225811
414 	0.0537528306278302
415 	0.0529472638330793
416 	0.0521416970383284
417 	0.0513361302435775
418 	0.0505305634488266
419 	0.0503838518590742
420 	0.0502512730163137
421 	0.0501186941735532
422 	0.0499861153307927
423 	0.0498535364880322
424 	0.0497209576452717
425 	0.0507880705888014
426 	0.0522701509469698
427 	0.0537522313051383
428 	0.0552343116633067
429 	0.0567163920214751
430 	0.0581984723796435
431 	0.0606784479213681
432 	0.064105743062297
433 	0.0675330382032259
434 	0.0709603333441548
435 	0.0743876284850837
436 	0.0778149236260126
437 	0.0816451309253734
438 	0.0864617783367571
439 	0.0912784257481408
440 	0.0960950731595245
441 	0.100911720570908
442 	0.105728367982292
443 	0.110119107019754
444 	0.10902036034889
445 	0.107921613678027
446 	0.106822867007164
447 	0.1057241203363
448 	0.104625373665437
449 	0.103526626994574
450 	0.101762631216817
451 	0.0998903390728224
452 	0.0980180469288275
453 	0.0961457547848325
454 	0.0942734626408376
455 	0.0924011704968427
456 	0.0877312938444685
457 	0.0815813495469885
458 	0.0754314052495084
459 	0.0692814609520283
460 	0.0631315166545483
461 	0.0569815723570682
462 	0.052461257219367
463 	0.0499008044632498
464 	0.0473403517071327
465 	0.0447798989510155
466 	0.0422194461948984
467 	0.0396589934387812
468 	0.0394983250602094
469 	0.046132448463269
470 	0.0527665718663285
471 	0.059400695269388
472 	0.0660348186724476
473 	0.0726689420755072
474 	0.0791612337636902
475 	0.0838524569629616
476 	0.088543680162233
477 	0.0932349033615044
478 	0.0979261265607758
479 	0.102617349760047
480 	0.107308572959319
481 	0.104827210878016
482 	0.101468394480684
483 	0.098109578083352
484 	0.0947507616860199
485 	0.0913919452886878
486 	0.0880331288913557
487 	0.0845724233254856
488 	0.081071104594534
489 	0.0775697858635823
490 	0.0740684671326306
491 	0.0705671484016789
492 	0.0670658296707272
493 	0.063040138397525
494 	0.058578430395052
495 	0.0541167223925791
496 	0.0496550143901062
497 	0.0451933063876333
498 	0.0407315983851604
499 	0.037408541655702
500 	0.0359275961480314
501 	0.0344466506403608
502 	0.0329657051326902
503 	0.0314847596250196
504 	0.0300038141173491
505 	0.0293936975254161
506 	0.0317831027543568
507 	0.0341725079832974
508 	0.0365619132122381
509 	0.0389513184411788
510 	0.0413407236701195
511 	0.0436940189164839
512 	0.0455954514079074
513 	0.0474968838993308
514 	0.0493983163907543
515 	0.0512997488821778
516 	0.0532011813736013
517 	0.0551026138650248
518 	0.0579914351751829
519 	0.0609568642385188
520 	0.0639222933018547
521 	0.0668877223651905
522 	0.0698531514285264
523 	0.0728185804918622
524 	0.0743505827728535
525 	0.0754992478534965
526 	0.0766479129341395
527 	0.0777965780147826
528 	0.0789452430954256
529 	0.0800939081760686
530 	0.0796382531118469
531 	0.0783413082155617
532 	0.0770443633192766
533 	0.0757474184229914
534 	0.0744504735267063
535 	0.0731535286304211
536 	0.0707808037564548
537 	0.067450248316349
538 	0.0641196928762432
539 	0.0607891374361374
540 	0.0574585819960315
541 	0.0541280265559257
542 	0.0522199803057973
543 	0.0523674424450985
544 	0.0525149045843997
545 	0.0526623667237009
546 	0.0528098288630021
547 	0.0529572910023033
548 	0.0528627410056773
549 	0.052187032614614
550 	0.0515113242235507
551 	0.0508356158324874
552 	0.0501599074414241
553 	0.0494841990503608
554 	0.0488934371192309
555 	0.0486744301256589
556 	0.048455423132087
557 	0.048236416138515
558 	0.048017409144943
559 	0.047798402151371
560 	0.0477240333754728
561 	0.0492476555105008
562 	0.0507712776455288
563 	0.0522948997805568
564 	0.0538185219155848
565 	0.0553421440506128
566 	0.0568657661856408
567 	0.0573430212532028
568 	0.057806494383706
569 	0.0582699675142091
570 	0.0587334406447123
571 	0.0591969137752154
572 	0.0596603869057186
573 	0.0598550167729643
574 	0.0600191098775684
575 	0.0601832029821725
576 	0.0603472960867766
577 	0.0605113891913807
578 	0.0606754822959847
579 	0.0593445737729525
580 	0.057672055541394
581 	0.0559995373098355
582 	0.054327019078277
583 	0.0526545008467185
584 	0.05098198261516
585 	0.046604387277271
586 	0.0412614794848839
587 	0.0359185716924968
588 	0.0305756639001097
589 	0.0252327561077227
590 	0.0198898483153356
591 	0.0187156780234652
592 	0.0196321358474691
593 	0.0205485936714731
594 	0.021465051495477
595 	0.0223815093194809
596 	0.0232979671434848
597 	0.0278365407525673
598 	0.0347798135267851
599 	0.041723086301003
600 	0.0486663590752209
601 	0.0556096318494387
602 	0.0625529046236566
603 	0.0715116198869431
604 	0.0821734212387781
605 	0.0928352225906131
606 	0.103497023942448
607 	0.114158825294283
608 	0.124820626646118
609 	0.134856570905689
610 	0.144241112885557
611 	0.153625654865425
612 	0.163010196845292
613 	0.17239473882516
614 	0.181779280805028
615 	0.188482674869665
616 	0.191828595418831
617 	0.195174515967998
618 	0.198520436517164
619 	0.201866357066331
620 	0.205212277615497
621 	0.202145850416524
622 	0.189619623074254
623 	0.177093395731985
624 	0.164567168389715
625 	0.152040941047446
626 	0.139514713705176
627 	0.134227624993811
628 	0.141266637194525
629 	0.148305649395239
630 	0.155344661595953
631 	0.162383673796667
632 	0.169422685997381
633 	0.176456709405977
634 	0.183481177023254
635 	0.19050564464053
636 	0.197530112257807
637 	0.204554579875084
638 	0.211579047492361
639 	0.221938967944557
640 	0.239289914926908
641 	0.256640861909258
642 	0.273991808891609
643 	0.29134275587396
644 	0.308693702856311
645 	0.321734852804351
646 	0.325092952272709
647 	0.328451051741067
648 	0.331809151209424
649 	0.335167250677782
650 	0.338525350146139
651 	0.335627395706254
652 	0.318131982147131
653 	0.300636568588009
654 	0.283141155028887
655 	0.265645741469765
656 	0.248150327910643
657 	0.232098826223992
658 	0.219448754518802
659 	0.206798682813612
660 	0.194148611108422
661 	0.181498539403232
662 	0.168848467698042
663 	0.159055202810746
664 	0.15583353644514
665 	0.152611870079534
666 	0.149390203713928
667 	0.146168537348323
668 	0.142946870982717
669 	0.143429297865708
670 	0.152004106814108
671 	0.160578915762507
672 	0.169153724710906
673 	0.177728533659306
674 	0.186303342607705
675 	0.19282760914162
676 	0.195207425901245
677 	0.19758724266087
678 	0.199967059420495
679 	0.20234687618012
680 	0.204726692939744
681 	0.201556672554737
682 	0.188303145244977
683 	0.175049617935217
684 	0.161796090625456
685 	0.148542563315696
686 	0.135289036005935
687 	0.122893878222211
688 	0.111869882148907
689 	0.100845886075603
690 	0.0898218900022997
691 	0.078797893928996
692 	0.0677738978556923
693 	0.0611071917517392
694 	0.0604085273593604
695 	0.0597098629669816
696 	0.0590111985746028
697 	0.058312534182224
698 	0.0576138697898452
699 	0.0573386869443491
700 	0.0575507355560189
701 	0.0577627841676887
702 	0.0579748327793585
703 	0.0581868813910283
704 	0.0583989300026982
705 	0.0574516864669004
706 	0.0554083028850537
707 	0.0533649193032069
708 	0.0513215357213601
709 	0.0492781521395133
710 	0.0472347685576666
711 	0.0441622062273267
712 	0.0403132458937379
713 	0.0364642855601491
714 	0.0326153252265603
715 	0.0287663648929714
716 	0.0249174045593826
717 	0.0257497192704617
718 	0.0293078397037532
719 	0.0328659601370446
720 	0.036424080570336
721 	0.0399822010036274
722 	0.0435403214369188
723 	0.0536753033224868
724 	0.066615537097114
725 	0.0795557708717412
726 	0.0924960046463684
727 	0.105436238420996
728 	0.118376472195623
729 	0.126653378390719
730 	0.133591903568783
731 	0.140530428746846
732 	0.147468953924909
733 	0.154407479102972
734 	0.161346004281035
735 	0.158438001525414
736 	0.153913746803961
737 	0.149389492082508
738 	0.144865237361055
739 	0.140340982639602
740 	0.135816727918149
741 	0.1362976602888
742 	0.13705871400674
743 	0.137819767724679
744 	0.138580821442618
745 	0.139341875160558
746 	0.140092256410976
747 	0.140599203759371
748 	0.141106151107765
749 	0.141613098456159
750 	0.142120045804554
751 	0.142626993152948
752 	0.142115903080311
753 	0.135503707624287
754 	0.128891512168263
755 	0.122279316712239
756 	0.115667121256216
757 	0.109054925800192
758 	0.102668282179821
759 	0.0969546996148461
760 	0.0912411170498708
761 	0.0855275344848955
762 	0.0798139519199202
763 	0.0741003693549449
764 	0.0689237445390369
765 	0.0646772596491093
766 	0.0604307747591816
767 	0.0561842898692539
768 	0.0519378049793263
769 	0.0476913200893986
770 	0.0439054935987045
771 	0.0406049191794825
772 	0.0373043447602605
773 	0.0340037703410384
774 	0.0307031959218164
775 	0.0274026215025943
776 	0.0257315830871896
777 	0.0250806607066949
778 	0.0244297383262002
779 	0.0237788159457055
780 	0.0231278935652107
781 	0.022476971184716
782 	0.02399654356838
783 	0.0262434780158675
784 	0.028490412463355
785 	0.0307373469108425
786 	0.0329842813583299
787 	0.0352312158058174
788 	0.0372496593019555
789 	0.0392398623434324
790 	0.0412300653849093
791 	0.0432202684263862
792 	0.0452104714678631
793 	0.0473523271504719
794 	0.0534412502225384
795 	0.0595301732946049
796 	0.0656190963666714
797 	0.0717080194387379
798 	0.0777969425108044
799 	0.0836948599483456
800 	0.0887837535202798
801 	0.0938726470922139
802 	0.0989615406641481
803 	0.104050434236082
804 	0.109139327808016
805 	0.111754152648183
806 	0.109814441868504
807 	0.107874731088826
808 	0.105935020309147
809 	0.103995309529469
810 	0.10205559874979
811 	0.0979427720079574
812 	0.0918159399139163
813 	0.0856891078198752
814 	0.0795622757258342
815 	0.0734354436317931
816 	0.067308611537752
817 	0.0632021486279212
818 	0.0599907121820912
819 	0.0567792757362612
820 	0.0535678392904313
821 	0.0503564028446013
822 	0.0471449663987714
823 	0.0483118695152618
824 	0.0501099749027501
825 	0.0519080802902385
826 	0.0537061856777269
827 	0.0555042910652153
828 	0.057788008064205
829 	0.0674185587984873
830 	0.0770491095327696
831 	0.086679660267052
832 	0.0963102110013343
833 	0.105940761735617
834 	0.115487166116534
835 	0.124789020157986
836 	0.134090874199438
837 	0.14339272824089
838 	0.152694582282342
839 	0.161996436323794
840 	0.16222880607463
841 	0.151641440180522
842 	0.141054074286413
843 	0.130466708392304
844 	0.119879342498196
845 	0.109291976604087
846 	0.102385638281041
847 	0.0973419886084125
848 	0.0922983389357839
849 	0.0872546892631552
850 	0.0822110395905266
851 	0.077167389917898
852 	0.0785934696658055
853 	0.0809185323172497
854 	0.0832435949686939
855 	0.0855686576201381
856 	0.0878937202715822
857 	0.0898378711187171
858 	0.0883153397872405
859 	0.0867928084557639
860 	0.0852702771242873
861 	0.0837477457928108
862 	0.0822252144613342
863 	0.0816501918988248
864 	0.0830252409005813
865 	0.0844002899023378
866 	0.0857753389040944
867 	0.0871503879058509
868 	0.0885254369076074
869 	0.0872879488985671
870 	0.084006069182326
871 	0.080724189466085
872 	0.0774423097498439
873 	0.0741604300336029
874 	0.0708785503173619
875 	0.067049847150823
876 	0.0630861426835873
877 	0.0591224382163515
878 	0.0551587337491157
879 	0.0511950292818799
880 	0.0474282186886798
881 	0.0474023917021598
882 	0.0473765647156398
883 	0.0473507377291199
884 	0.0473249107425999
885 	0.0472990837560799
886 	0.0484476211694649
887 	0.0522721692646011
888 	0.0560967173597373
889 	0.0599212654548735
890 	0.0637458135500097
891 	0.0675703616451459
892 	0.0704704652373827
893 	0.0726617191577851
894 	0.0748529730781876
895 	0.07704422699859
896 	0.0792354809189924
897 	0.0814267348393949
898 	0.0803209729447687
899 	0.0785637049310054
900 	0.076806436917242
901 	0.0750491689034786
902 	0.0732919008897153
903 	0.0712626874659202
904 	0.0670331884518683
905 	0.0628036894378165
906 	0.0585741904237647
907 	0.0543446914097128
908 	0.050115192395661
909 	0.0475536446501597
910 	0.0475791233620015
911 	0.0476046020738433
912 	0.0476300807856851
913 	0.0476555594975269
914 	0.0476810382093686
915 	0.0478645543853805
916 	0.0481220998581181
917 	0.0483796453308557
918 	0.0486371908035933
919 	0.0488947362763309
920 	0.0491522817490685
921 	0.0493752532833036
922 	0.0495973746387232
923 	0.0498194959941427
924 	0.0500416173495622
925 	0.0502637387049818
926 	0.0506300835921346
927 	0.0513691351688204
928 	0.0521081867455062
929 	0.0528472383221921
930 	0.0535862898988779
931 	0.0543253414755637
932 	0.053671011830052
933 	0.0520403674506195
934 	0.050409723071187
935 	0.0487790786917545
936 	0.047148434312322
937 	0.0455177899328895
938 	0.0450811233394183
939 	0.0447697914306613
940 	0.0444584595219043
941 	0.0441471276131474
942 	0.0438357957043904
943 	0.0443889907148641
944 	0.0478694435395759
945 	0.0513498963642878
946 	0.0548303491889996
947 	0.0583108020137115
948 	0.0617912548384233
949 	0.0670680301026382
950 	0.0737676987687535
951 	0.0804673674348687
952 	0.0871670361009839
953 	0.0938667047670991
954 	0.100566373433214
955 	0.105185968951739
956 	0.109561533542334
957 	0.113937098132929
958 	0.118312662723524
959 	0.122688227314119
960 	0.124155290723672
961 	0.116361394305725
962 	0.108567497887778
963 	0.100773601469832
964 	0.0929797050518848
965 	0.0851858086339379
966 	0.0803710008147275
967 	0.0776264071065033
968 	0.074881813398279
969 	0.0721372196900547
970 	0.0693926259818305
971 	0.0666480322736062
972 	0.0675289383372108
973 	0.0686127498790698
974 	0.0696965614209288
975 	0.0707803729627878
976 	0.0718641845046468
977 	0.0724182105046644
978 	0.0718039914636985
979 	0.0711897724227325
980 	0.0705755533817666
981 	0.0699613343408007
982 	0.0693471152998348
983 	0.0672840183892764
984 	0.0645515568489063
985 	0.0618190953085361
986 	0.059086633768166
987 	0.0563541722277958
988 	0.0537222294349649
989 	0.0525853035698217
990 	0.0514483777046785
991 	0.0503114518395352
992 	0.049174525974392
993 	0.0480376001092487
994 	0.0476429164018565
995 	0.0481627810674075
996 	0.0486826457329585
997 	0.0492025103985095
998 	0.0497223750640605
999 	0.0502422397296115
1000 	0.0506007208214727
1001 	0.0509286906312688
1002 	0.0512566604410649
1003 	0.0515846302508611
1004 	0.0519126000606572
1005 	0.0521573905886233
1006 	0.0521402181501621
1007 	0.0521230457117009
1008 	0.0521058732732397
1009 	0.0520887008347784
1010 	0.0520715283963172
1011 	0.0518870691634251
1012 	0.0516117380915829
1013 	0.0513364070197407
1014 	0.0510610759478985
1015 	0.0507857448760563
1016 	0.0505270810840047
1017 	0.0505249841070904
1018 	0.0505228871301762
1019 	0.050520790153262
1020 	0.0505186931763478
1021 	0.0505165961994335
1022 	0.0507059936098077
1023 	0.051101187892828
1024 	0.0514963821758483
1025 	0.0518915764588685
1026 	0.0522867707418888
1027 	0.0526819650249091
1028 	0.0530917771459476
1029 	0.0535030349872297
1030 	0.0539142928285118
1031 	0.0543255506697938
1032 	0.0547368085110759
1033 	0.0549564144376357
1034 	0.0548121594826211
1035 	0.0546679045276065
1036 	0.054523649572592
1037 	0.0543793946175774
1038 	0.0542351396625628
1039 	0.0558878995104171
1040 	0.0580270178754391
1041 	0.0601661362404611
1042 	0.0623052546054831
1043 	0.0644443729705051
1044 	0.065760620435743
1045 	0.0644129976999866
1046 	0.0630653749642302
1047 	0.0617177522284737
1048 	0.0603701294927173
1049 	0.0590225067569609
1050 	0.0581576617008328
1051 	0.0575066878534291
1052 	0.0568557140060254
1053 	0.0562047401586217
1054 	0.0555537663112179
1055 	0.0551548668371715
1056 	0.056119754357443
1057 	0.0570846418777144
1058 	0.0580495293979859
1059 	0.0590144169182574
1060 	0.0599793044385289
1061 	0.059330333969738
1062 	0.0577212853033069
1063 	0.0561122366368759
1064 	0.0545031879704448
1065 	0.0528941393040138
1066 	0.0514564208485797
1067 	0.0514947780571193
1068 	0.0515331352656589
1069 	0.0515714924741986
1070 	0.0516098496827382
1071 	0.0516482068912778
1072 	0.0550011225815992
1073 	0.0606669135452869
1074 	0.0663327045089746
1075 	0.0719984954726622
1076 	0.0776642864363499
1077 	0.0827987163750511
1078 	0.0819044946845768
1079 	0.0810102729941024
1080 	0.0801160513036281
1081 	0.0792218296131538
1082 	0.0783276079226795
1083 	0.0769288640524075
1084 	0.0751647765346955
1085 	0.0734006890169836
1086 	0.0716366014992717
1087 	0.0698725139815598
1088 	0.0689516866645916
1089 	0.0769929503183173
1090 	0.085034213972043
1091 	0.0930754776257687
1092 	0.101116741279494
1093 	0.10915800493322
1094 	0.110274300938077
1095 	0.106773951843686
1096 	0.103273602749296
1097 	0.0997732536549054
1098 	0.0962729045605148
1099 	0.092154719386656
1100 	0.083505736296691
1101 	0.0748567532067261
1102 	0.0662077701167612
1103 	0.0575587870267963
1104 	0.0489098039368314
1105 	0.0461776196124423
1106 	0.0466594988150339
1107 	0.0471413780176255
1108 	0.0476232572202171
1109 	0.0481051364228087
1110 	0.0497979648063968
1111 	0.0568970526483138
1112 	0.0639961404902309
1113 	0.0710952283321479
1114 	0.0781943161740649
1115 	0.085293404015982
1116 	0.0910071835795468
1117 	0.0961981332970121
1118 	0.101389083014477
1119 	0.106580032731943
1120 	0.111770982449408
1121 	0.117369817204865
1122 	0.124043985242301
1123 	0.130718153279737
1124 	0.137392321317173
1125 	0.144066489354609
1126 	0.150740657392045
1127 	0.14926412661823
1128 	0.146141781661375
1129 	0.143019436704521
1130 	0.139897091747666
1131 	0.136774746790811
1132 	0.134006617147196
1133 	0.131778755304584
1134 	0.129550893461971
1135 	0.127323031619359
1136 	0.125095169776747
1137 	0.122867307934134
1138 	0.126539668060386
1139 	0.130407076846765
1140 	0.134274485633145
1141 	0.138141894419524
1142 	0.142009303205903
1143 	0.141451297967266
1144 	0.137228370327655
1145 	0.133005442688044
1146 	0.128782515048434
1147 	0.124559587408823
1148 	0.119743414933365
1149 	0.111026208234306
1150 	0.102309001535248
1151 	0.0935917948361891
1152 	0.0848745881371304
1153 	0.0761573814380718
1154 	0.0718062589583118
1155 	0.069102942368479
1156 	0.0663996257786463
1157 	0.0636963091888135
1158 	0.0609929925989807
1159 	0.058147741345061
1160 	0.0550090423500534
1161 	0.0518703433550459
1162 	0.0487316443600383
1163 	0.0455929453650308
1164 	0.0424542463700232
1165 	0.0409733885732857
1166 	0.0396096801545845
1167 	0.0382459717358834
1168 	0.0368822633171821
1169 	0.035518554898481
1170 	0.0351119279294851
1171 	0.0354883676011575
1172 	0.0358648072728298
1173 	0.0362412469445021
1174 	0.0366176866161745
1175 	0.0371979011026937
1176 	0.0387590780699871
1177 	0.0403202550372806
1178 	0.041881432004574
1179 	0.0434426089718674
1180 	0.0450037859391609
1181 	0.0462623823791581
1182 	0.0474462768934637
1183 	0.0486301714077693
1184 	0.0498140659220749
1185 	0.0509979604363805
1186 	0.0511965765445315
1187 	0.0501412019539405
1188 	0.0490858273633495
1189 	0.0480304527727585
1190 	0.0469750781821675
1191 	0.0460866516359955
1192 	0.0470187537646771
1193 	0.0479508558933586
1194 	0.0488829580220401
1195 	0.0498150601507217
1196 	0.0507471622794032
1197 	0.0570490249721906
1198 	0.0652670980155334
1199 	0.0734851710588761
1200 	0.0817032441022188
1201 	0.0899213171455616
1202 	0.0967517851332573
1203 	0.101465805005774
1204 	0.106179824878291
1205 	0.110893844750807
1206 	0.115607864623324
1207 	0.119845350946609
1208 	0.116995346228169
1209 	0.114145341509728
1210 	0.111295336791288
1211 	0.108445332072847
1212 	0.105595327354407
1213 	0.10172290959244
1214 	0.0974875213461857
1215 	0.0932521330999316
1216 	0.0890167448536775
1217 	0.0847813566074234
1218 	0.0818645687833326
1219 	0.0807761982510715
1220 	0.0796878277188104
1221 	0.0785994571865492
1222 	0.0775110866542881
1223 	0.076373836700121
1224 	0.0748370311045016
1225 	0.0733002255088823
1226 	0.071763419913263
1227 	0.0702266143176436
1228 	0.0686898087220243
1229 	0.0650132004171981
1230 	0.0608215527506027
1231 	0.0566299050840072
1232 	0.0524382574174118
1233 	0.0482466097508164
1234 	0.046252293504378
1235 	0.0463691388184827
1236 	0.0464859841325875
1237 	0.0466028294466923
1238 	0.046719674760797
1239 	0.0484196128882537
1240 	0.0556675069111519
1241 	0.06291540093405
1242 	0.0701632949569481
1243 	0.0774111889798463
1244 	0.0846590830027444
1245 	0.0902497290910596
1246 	0.0957364669666859
1247 	0.101223204842312
1248 	0.106709942717938
1249 	0.112196680593565
1250 	0.110525368688119
1251 	0.105280397746544
1252 	0.100035426804969
1253 	0.0947904558633937
1254 	0.0895454849218188
1255 	0.0838504397061838
1256 	0.077485881018191
1257 	0.0711213223301983
1258 	0.0647567636422055
1259 	0.0583922049542128
1260 	0.0528414718481727
1261 	0.0521284797015183
1262 	0.0514154875548638
1263 	0.0507024954082094
1264 	0.0499895032615549
1265 	0.0492765111149005
1266 	0.0512067143299629
1267 	0.0534536274035961
1268 	0.0557005404772293
1269 	0.0579474535508625
1270 	0.0601943666244957
1271 	0.0596170297153436
1272 	0.0575189428154616
1273 	0.0554208559155797
1274 	0.0533227690156977
1275 	0.0512246821158158
1276 	0.050079478775913
1277 	0.0502830429870918
1278 	0.0504866071982707
1279 	0.0506901714094495
1280 	0.0508937356206283
1281 	0.0518006782942191
1282 	0.055785847142023
1283 	0.059771015989827
1284 	0.0637561848376309
1285 	0.0677413536854348
1286 	0.0717265225332387
1287 	0.0701725532493738
1288 	0.0684236246523852
1289 	0.0666746960553967
1290 	0.0649257674584082
1291 	0.0631768388614197
1292 	0.0576444428019845
1293 	0.0508709890224634
1294 	0.0440975352429422
1295 	0.0373240814634211
1296 	0.0305506276839
1297 	0.0264269698307567
1298 	0.0244889100774723
1299 	0.022550850324188
1300 	0.0206127905709036
1301 	0.0186747308176193
1302 	0.0192546128816214
1303 	0.0245106726063003
1304 	0.0297667323309791
1305 	0.035022792055658
1306 	0.0402788517803369
1307 	0.0459394095162242
1308 	0.0537235818109542
1309 	0.0615077541056843
1310 	0.0692919264004144
1311 	0.0770760986951445
1312 	0.0848602709898745
1313 	0.0798033928658361
1314 	0.0744576567569182
1315 	0.0691119206480004
1316 	0.0637661845390825
1317 	0.0584204484301646
1318 	0.056307876471774
1319 	0.0549884967146952
1320 	0.0536691169576164
1321 	0.0523497372005376
1322 	0.0510303574434587
1323 	0.0578253246777581
1324 	0.0692643521398281
1325 	0.0807033796018981
1326 	0.0921424070639681
1327 	0.103581434526038
1328 	0.114542640811144
1329 	0.124979946728217
1330 	0.135417252645289
1331 	0.145854558562362
1332 	0.156291864479434
1333 	0.164468907797111
1334 	0.167972892857142
1335 	0.171476877917172
1336 	0.174980862977203
1337 	0.178484848037234
1338 	0.179236444632033
1339 	0.167617416146834
1340 	0.155998387661636
1341 	0.144379359176438
1342 	0.13276033069124
1343 	0.121312560480392
1344 	0.113499271425205
1345 	0.105685982370019
1346 	0.0978726933148321
1347 	0.0900594042596455
1348 	0.0822461152044588
1349 	0.0784979050446282
1350 	0.0751176355045521
1351 	0.071737365964476
1352 	0.0683570964243999
1353 	0.0649768268843238
1354 	0.0737213111439185
1355 	0.085573144367247
1356 	0.0974249775905754
1357 	0.109276810813904
1358 	0.121128644037232
1359 	0.136456988163817
1360 	0.153398881274784
1361 	0.17034077438575
1362 	0.187282667496716
1363 	0.204224560607682
1364 	0.211972480551673
1365 	0.213007845692094
1366 	0.214043210832514
1367 	0.215078575972935
1368 	0.216113941113355
