 	sdc0
335 	0.0117689381291763
336 	0.0123535457055098
337 	0.0127232588599278
338 	0.0120286828068955
339 	0.0115464078080337
340 	0.0113036403701767
341 	0.0113158060744918
342 	0.011582101612448
343 	0.0120857402568061
344 	0.0118268106745822
345 	0.0115752790496299
346 	0.0114535910169376
347 	0.0114658814337069
348 	0.0116117248797263
349 	0.0118862062944897
350 	0.0116243368285609
351 	0.0110009873704189
352 	0.0105459321365969
353 	0.010281541286238
354 	0.0102226191798795
355 	0.010372667914205
356 	0.00995644985102324
357 	0.00785330855882023
358 	0.00716430206342544
359 	0.00825161801368856
360 	0.01058113333644
361 	0.013525559972699
362 	0.0167639604365585
363 	0.0140764914886968
364 	0.0114799347847714
365 	0.00977568598731446
366 	0.00945901761343477
367 	0.0106543810579819
368 	0.012949613935358
369 	0.0130395814043281
370 	0.011715210042391
371 	0.0106133496413414
372 	0.00980927194118735
373 	0.00937987326981285
374 	0.00937676971211913
375 	0.0094515890169682
376 	0.00913644062890172
377 	0.00908973452911688
378 	0.00931550934081412
379 	0.00979494097850376
380 	0.0104933186976548
381 	0.0113389259815954
382 	0.0116009859459626
383 	0.0119732119085759
384 	0.0124457232768461
385 	0.0130075957942625
386 	0.0136477970675462
387 	0.0143558516721877
388 	0.0132887943535012
389 	0.0117416939622662
390 	0.0103684971303325
391 	0.00924700612545644
392 	0.0084777087547914
393 	0.008160821225969
394 	0.00783964703977731
395 	0.00779404031871385
396 	0.00868597319120551
397 	0.0102741064367711
398 	0.0122914792794446
399 	0.0145607599282142
400 	0.0162230528299264
401 	0.0150117772991405
402 	0.0140263822364756
403 	0.0133171042654463
404 	0.0129294647916354
405 	0.0128925086770508
406 	0.0132091796333401
407 	0.0113580817010413
408 	0.00999988643018973
409 	0.00961603575699935
410 	0.0103158744232916
411 	0.0119098737578694
412 	0.0140979298875291
413 	0.0134490047517159
414 	0.0114108705877881
415 	0.00963355074842977
416 	0.0082865991918067
417 	0.00760231846218544
418 	0.00775808349575293
419 	0.00811855076842557
420 	0.00796495115731013
421 	0.00798583171575906
422 	0.00817985637659767
423 	0.00853522544437829
424 	0.00903291632454405
425 	0.00942591525234129
426 	0.0089062103031942
427 	0.00873315618973061
428 	0.00892693584343715
429 	0.00946504524661984
430 	0.0102936247715459
431 	0.0113492322120623
432 	0.013202807038942
433 	0.0154782946440446
434 	0.0179915541477108
435 	0.0206559763844265
436 	0.0234200261383242
437 	0.0262522534733195
438 	0.0263196478842174
439 	0.0251537636346584
440 	0.0240680681177556
441 	0.023073883473468
442 	0.0221835166704251
443 	0.0214099239344858
444 	0.0192420001649468
445 	0.0153929033341063
446 	0.0118454128182205
447 	0.00896501900112774
448 	0.00755743049076172
449 	0.00839901033636727
450 	0.00991633276324868
451 	0.00860551694951368
452 	0.0080211430396453
453 	0.00831775790425089
454 	0.00941243882541613
455 	0.0110709285937481
456 	0.0130518205341947
457 	0.0123579950536577
458 	0.0117559638939728
459 	0.0112604598150927
460 	0.0108860390527963
461 	0.01064548543334
462 	0.0105479617369739
463 	0.00975425519451631
464 	0.00886026682045061
465 	0.00810917872649862
466 	0.00754379538865603
467 	0.00720794949152729
468 	0.0071341320872128
469 	0.00705342263380823
470 	0.00715860357929599
471 	0.00764893447271914
472 	0.0084576918209665
473 	0.00950392878324469
474 	0.0107183269545009
475 	0.0113018588047128
476 	0.0108271927620193
477 	0.010460978632287
478 	0.010214887417852
479 	0.0100977054892979
480 	0.010113914549411
481 	0.0100048337463786
482 	0.00918356743425033
483 	0.00890278435531743
484 	0.00921203960403233
485 	0.0100570484729044
486 	0.0113184460169032
487 	0.0128238296404097
488 	0.0104669377331602
489 	0.00868691686976636
490 	0.00788465752099505
491 	0.00834701647735948
492 	0.00989833845915625
493 	0.0121276990711135
494 	0.0125012113379895
495 	0.0126489635348273
496 	0.0130077101276774
497 	0.0135607159729103
498 	0.0142854388557785
499 	0.015157267549872
500 	0.0151367693827555
501 	0.0146969830119194
502 	0.0143764578309744
503 	0.0141832816261308
504 	0.0141226811694419
505 	0.0141963543541466
506 	0.0127511657616253
507 	0.00985739795018038
508 	0.00760261878048083
509 	0.00666984124246928
510 	0.00756499861093795
511 	0.00979934067540091
512 	0.0111512240883869
513 	0.00971231305576644
514 	0.0087162206870688
515 	0.00832347482646785
516 	0.00861697251107863
517 	0.00953354337459102
518 	0.010594559480535
519 	0.0103985488235299
520 	0.0104572846239967
521 	0.0107665984787407
522 	0.0113059427258749
523 	0.0120444549923319
524 	0.0128865626385336
525 	0.0112531000027678
526 	0.00979769926132862
527 	0.00861112362391192
528 	0.00781676898883774
529 	0.00753964142987739
530 	0.00783481949154533
531 	0.00774331187233254
532 	0.00766506364523889
533 	0.00770353208608827
534 	0.00785700302276205
535 	0.0081189574688173
536 	0.00847934715905113
537 	0.00854775939798808
538 	0.00861833653238294
539 	0.00882455630320894
540 	0.00915725935065663
541 	0.00960330876237235
542 	0.0101477689695476
543 	0.00976134829782454
544 	0.00924367534606609
545 	0.00940916824288926
546 	0.0102247083063537
547 	0.0115534485191453
548 	0.013241789351389
549 	0.0151740532087925
550 	0.0175478346228175
551 	0.0202870313215961
552 	0.0232629170669604
553 	0.0263955585622338
554 	0.0296352871402917
555 	0.031753158173306
556 	0.0319931592593959
557 	0.0323853793908218
558 	0.0329243789713667
559 	0.0336030956384259
560 	0.0344132636608697
561 	0.0342725711178089
562 	0.0312177221923344
563 	0.0282316709619081
564 	0.0253387515536243
565 	0.0225747964301417
566 	0.0199933627986779
567 	0.0175218665863334
568 	0.014529074928442
569 	0.0119157801423772
570 	0.0099845482143575
571 	0.00917661038763
572 	0.00977459676334828
573 	0.011466130278891
574 	0.0122328462402435
575 	0.0131850050681707
576 	0.0142855744757866
577 	0.0155029792460711
578 	0.0168118571505436
579 	0.0181924754814118
580 	0.0182078659473777
581 	0.0182006155208233
582 	0.0182142541098779
583 	0.0182487348790206
584 	0.0183039400417936
585 	0.0183796828559575
586 	0.0174763211080081
587 	0.0164766025881115
588 	0.0155159701647665
589 	0.0146021399593451
590 	0.0137444503914012
591 	0.0129540574980231
592 	0.0115801253273294
593 	0.0103040063730656
594 	0.00940683526959355
595 	0.00900262794721246
596 	0.00915690055838561
597 	0.0098434294547157
598 	0.0100948200795106
599 	0.0101535863491329
600 	0.0102912495875821
601 	0.0105047084401007
602 	0.0107894652213231
603 	0.0111400538205954
604 	0.0113496025694233
605 	0.0117577951035059
606 	0.0124788881936469
607 	0.013462696351192
608 	0.0146564106513362
609 	0.0160131568080172
610 	0.0158695576266438
611 	0.0147836793977341
612 	0.0138041953242662
613 	0.012955259754705
614 	0.012264013079704
615 	0.0117582989021501
616 	0.0111934860477948
617 	0.0105335175805059
618 	0.00997761497787263
619 	0.00954397998665652
620 	0.00924982446514112
621 	0.00910867150562238
622 	0.00890824258029906
623 	0.00855900878812161
624 	0.0082404239708824
625 	0.00795617076386023
626 	0.00771004730508028
627 	0.00750580547899477
628 	0.00751194118806635
629 	0.00777578045538036
630 	0.00811610218506909
631 	0.0085237503117813
632 	0.00898957038949029
633 	0.00950501361958571
634 	0.00970373853626478
635 	0.00950958628686725
636 	0.00939245651037299
637 	0.00935524267113434
638 	0.00939889407095688
639 	0.00952229868587489
640 	0.00953066130068952
641 	0.00952294097251789
642 	0.0098422045013786
643 	0.0104585495586698
644 	0.0113235689179095
645 	0.0123852675364498
646 	0.0127571809813302
647 	0.0119299663515738
648 	0.0111944365322407
649 	0.0105697494277045
650 	0.0100765409848798
651 	0.00973481561411809
652 	0.00950801006069133
653 	0.00955231338052045
654 	0.0100243945364721
655 	0.0108686540115946
656 	0.0120068377819628
657 	0.0133640572551418
658 	0.0141448705218579
659 	0.0137729729787687
660 	0.0134584343309417
661 	0.0132053539134417
662 	0.0130173168007403
663 	0.0128971682463642
664 	0.0128165023520648
665 	0.0128215602464554
666 	0.0129922028139556
667 	0.0133220686440543
668 	0.013799744350795
669 	0.0144105387661312
670 	0.0144615608921648
671 	0.0135709630341465
672 	0.012897177311315
673 	0.0124753828884636
674 	0.0123314648163545
675 	0.0124750439481853
676 	0.0125054651995216
677 	0.0120896472672189
678 	0.0117931551033657
679 	0.0116251223045285
680 	0.0115911369138402
681 	0.0116923678685059
682 	0.0113081339640395
683 	0.0102183957835421
684 	0.00937046772800913
685 	0.00883425451899112
686 	0.00866780103504191
687 	0.00889189693327224
688 	0.00904646087391104
689 	0.00877088420304646
690 	0.00853807092168823
691 	0.00835159807610423
692 	0.00821462207202979
693 	0.00812964520432792
694 	0.00822154038369518
695 	0.00860749035077522
696 	0.00916487197198171
697 	0.00986466880605288
698 	0.0106789197632335
699 	0.0115835136393158
700 	0.0118103050988808
701 	0.01137198505739
702 	0.0109860367647626
703 	0.0106581511287041
704 	0.0103938245704959
705 	0.0101980005371915
706 	0.00998497075066185
707 	0.00982498064490463
708 	0.00980892265573805
709 	0.0099374945470211
710 	0.0102052313687745
711 	0.0106015947819509
712 	0.0101253533241395
713 	0.00908703946333613
714 	0.00812848774851882
715 	0.0072812677843518
716 	0.00658846936830432
717 	0.00610291055863968
718 	0.00578402046920889
719 	0.00569643547480327
720 	0.00589364051448765
721 	0.00634915403612692
722 	0.00701282058090512
723 	0.0078319017543959
724 	0.00749750947304808
725 	0.00688280837466472
726 	0.00650397949650222
727 	0.00640302606617722
728 	0.00659272566257885
729 	0.00704965359890568
730 	0.00702402202044005
731 	0.00697203729300988
732 	0.00705688584051122
733 	0.00727378076355675
734 	0.0076114420779483
735 	0.00805469611438129
736 	0.00739143419430348
737 	0.00682674548474113
738 	0.00658705804625611
739 	0.00670730488517261
740 	0.00716939811052313
741 	0.00791367961433139
742 	0.00788667463841478
743 	0.00796882752858385
744 	0.00818161176384972
745 	0.00851524007144601
746 	0.00895621792054564
747 	0.00942743653060645
748 	0.0092112199219258
749 	0.00929253207355455
750 	0.00966386564488996
751 	0.0102938823115196
752 	0.0111387743428456
753 	0.0118827406754006
754 	0.0114096399568807
755 	0.0110937617701222
756 	0.0109487225171958
757 	0.0109812935296632
758 	0.0111899239805481
759 	0.0114621987469349
760 	0.0116046336655354
761 	0.0118808085847177
762 	0.0122817047049874
763 	0.0127956045583123
764 	0.0134095223361341
765 	0.0135021748586633
766 	0.0126843966856357
767 	0.0119278894407801
768 	0.0112450259053789
769 	0.0106499813418648
770 	0.0101582002057331
771 	0.00969448155825305
772 	0.00928851667521586
773 	0.00905246209764892
774 	0.00899969758903765
775 	0.00913340035364936
776 	0.00944565540378786
777 	0.0093094671940484
778 	0.00895365007288681
779 	0.00874542156473842
780 	0.00869539105439891
781 	0.00880625524042385
782 	0.00907211748472802
783 	0.00895833509579957
784 	0.0089062934984865
785 	0.00909155192620664
786 	0.0095002381720576
787 	0.0101052803314855
788 	0.0108739510842737
789 	0.010620894257787
790 	0.0104326592962574
791 	0.0104448300243906
792 	0.0106567198318699
793 	0.0110568526263788
794 	0.0115897952309438
795 	0.0115888077444941
796 	0.0117074092046871
797 	0.011942037076506
798 	0.0122860458525434
799 	0.0127305714619753
800 	0.0130175079145718
801 	0.012459585589351
802 	0.0120536467425183
803 	0.0118153667954541
804 	0.0117549458191629
805 	0.011875098984616
806 	0.0118184070367667
807 	0.0112683534402708
808 	0.0108251512462756
809 	0.0105023366750613
810 	0.0103112228978744
811 	0.0102591727514783
812 	0.00996799606303581
813 	0.0094404670423765
814 	0.00901062347244989
815 	0.00869296828850201
816 	0.0085000885222512
817 	0.00844054246040385
818 	0.0081987405282266
819 	0.00795915856228362
820 	0.00786486831928359
821 	0.00792106004455714
822 	0.00812461203190646
823 	0.00846490041277684
824 	0.0078890663631841
825 	0.00734459640907483
826 	0.00700367959392553
827 	0.00689656888671785
828 	0.00703395337465515
829 	0.0073369037576871
830 	0.0070370931636053
831 	0.00694693630928659
832 	0.00707445322449974
833 	0.00740841232750389
834 	0.00792275068718655
835 	0.00826824094944387
836 	0.00787030406008977
837 	0.00759588128301138
838 	0.00745861835731467
839 	0.00746608411429123
840 	0.00761785304862231
841 	0.00768830017552056
842 	0.0078102407818831
843 	0.00827091771815725
844 	0.00901857062274961
845 	0.00998896739417915
846 	0.0111239669396256
847 	0.0109960452164148
848 	0.0104873301964089
849 	0.0103263181753853
850 	0.0105289727720128
851 	0.0110753490406394
852 	0.0119182680484166
853 	0.0108386954512618
854 	0.00962568944138192
855 	0.00858225457700608
856 	0.00777694723481094
857 	0.00728912486018773
858 	0.00712481036472137
859 	0.00682260886098101
860 	0.00678534751136966
861 	0.00701724805558293
862 	0.00749336239217966
863 	0.00817111191031556
864 	0.00842821281563336
865 	0.00779887639376109
866 	0.00746936970835521
867 	0.00747942536364911
868 	0.00782773484451753
869 	0.00847268380839996
870 	0.00869577716718378
871 	0.00864208345294539
872 	0.00878781096501417
873 	0.00912340868254661
874 	0.00962904458934028
875 	0.0102796577132234
876 	0.00977081053169858
877 	0.00909307097965557
878 	0.00854468921676153
879 	0.00815181331706703
880 	0.00793756760455407
881 	0.00787593099314564
882 	0.00751965649311964
883 	0.00743941876488035
884 	0.00764391538172711
885 	0.00811164016619129
886 	0.00880072400587274
887 	0.00928469142271899
888 	0.00911504857067593
889 	0.00906004782263266
890 	0.00912176315867385
891 	0.00929787073309949
892 	0.00958206541867962
893 	0.00934920002853952
894 	0.00886359038155976
895 	0.00859662685189591
896 	0.00856876989477606
897 	0.00878229510371447
898 	0.00922044806764061
899 	0.00918364742127619
900 	0.00925454299960058
901 	0.00953768557464452
902 	0.0100150896114958
903 	0.0106606888871209
904 	0.0112224216757737
905 	0.010495269418169
906 	0.00985643503966674
907 	0.0093240893851638
908 	0.00891732435621896
909 	0.00865386642638107
910 	0.00844491816701195
911 	0.00825898564952244
912 	0.00824262656532614
913 	0.00839683208458622
914 	0.00871255031795895
915 	0.00917311967948256
916 	0.00879586652394026
917 	0.00829385414789157
918 	0.00812012319568422
919 	0.00829532519957746
920 	0.00879864051927718
921 	0.00955216009124926
922 	0.00850816108529599
923 	0.00767564739178228
924 	0.00712909783196601
925 	0.00693644174614405
926 	0.00712643862547743
927 	0.00735964487298383
928 	0.00719454994339847
929 	0.00728127962180355
930 	0.00761123017553319
931 	0.00815493252272644
932 	0.00887318048541303
933 	0.00896419500871841
934 	0.00884228863189642
935 	0.00898939671943014
936 	0.00939288813640099
937 	0.0100218436797172
938 	0.010837078156613
939 	0.0100684336039262
940 	0.00936009943725418
941 	0.00884193413204384
942 	0.00854858867866611
943 	0.00850336222209401
944 	0.00852819508293625
945 	0.00829910128411476
946 	0.00829168796595544
947 	0.00850653472190311
948 	0.00892760959465153
949 	0.00952760880932266
950 	0.00913035480551129
951 	0.0081431668377516
952 	0.00735524369689343
953 	0.00683584010595789
954 	0.00664819272344395
955 	0.00681974188970393
956 	0.00664180951447289
957 	0.00660358837697336
958 	0.00674087018459174
959 	0.00704340030138874
960 	0.00749118484171584
961 	0.00763379752691585
962 	0.00700776169277032
963 	0.00676397506856495
964 	0.00694282140332544
965 	0.00751418357997567
966 	0.00839832818086282
967 	0.00828314765923058
968 	0.00773492824343291
969 	0.00746099665220418
970 	0.00749150208463258
971 	0.00782288388323726
972 	0.0084058886457346
973 	0.00800607280645159
974 	0.00769073600434989
975 	0.00747058360797134
976 	0.00735416883457694
977 	0.00734642496047715
978 	0.00725002950408249
979 	0.00695760213921311
980 	0.0068108229593067
981 	0.00681910356105376
982 	0.0069818922583819
983 	0.00728884406314544
984 	0.00729542746302095
985 	0.00722433829843201
986 	0.00720671289355563
987 	0.00724294156458884
988 	0.00733222607288637
989 	0.00740931579656318
990 	0.00716375375992027
991 	0.00700911014567028
992 	0.0069514553783578
993 	0.00699318871919358
994 	0.00713256579282717
995 	0.00724086082213613
996 	0.00731180214992252
997 	0.00744830413014534
998 	0.00764685665173159
999 	0.00790278415437155
1000 	0.00821072327085156
1001 	0.00816904922261962
1002 	0.00813687436483423
1003 	0.0081461839316801
1004 	0.00819683657642277
1005 	0.00828807432788544
1006 	0.00818421804737798
1007 	0.0076976639025463
1008 	0.00734969620171197
1009 	0.00716054740573038
1010 	0.00714284566775197
1011 	0.00729783868746713
1012 	0.00713570570085066
1013 	0.00695019312172538
1014 	0.00691712090378149
1015 	0.00703863817466907
1016 	0.00730703645114849
1017 	0.00758910220669032
1018 	0.00740709978500865
1019 	0.00742092231130457
1020 	0.0076295055199941
1021 	0.00801766342600402
1022 	0.00856100490302419
1023 	0.00869886665751386
1024 	0.00852220639266822
1025 	0.00840060670929897
1026 	0.00833647737239524
1027 	0.0083311456287627
1028 	0.00838167823457108
1029 	0.0083476894426436
1030 	0.00843747506670187
1031 	0.00864718043289601
1032 	0.00896839733979015
1033 	0.00938968847817126
1034 	0.00936773962289117
1035 	0.0087839457308466
1036 	0.00827511657349421
1037 	0.00785583227606511
1038 	0.00754104382275435
1039 	0.00734420028771167
1040 	0.00707699727559963
1041 	0.0068857690432623
1042 	0.00679756401516061
1043 	0.00681638277299739
1044 	0.00694135491244879
1045 	0.00695860976950434
1046 	0.00677211706530333
1047 	0.00680120826741106
1048 	0.00704321254654615
1049 	0.00747748599353728
1050 	0.00807305984864871
1051 	0.00794965455995413
1052 	0.00783807682953687
1053 	0.00794141677560167
1054 	0.00825160370333269
1055 	0.00874665868802834
1056 	0.00913806938473137
1057 	0.00897781361626215
1058 	0.0088874535489068
1059 	0.00886912576565848
1060 	0.00892327412543259
1061 	0.00904859759275543
1062 	0.00907214217366942
1063 	0.00908469159509512
1064 	0.00913554465472477
1065 	0.00922406786080339
1066 	0.0093491912305129
1067 	0.00943782197224194
1068 	0.00939068842470038
1069 	0.00945813878872479
1070 	0.00963776760202636
1071 	0.00992348497764104
1072 	0.0103064716852653
1073 	0.0106023262233727
1074 	0.0109676668494604
1075 	0.0114599939302483
1076 	0.012063770373666
1077 	0.012763189270805
1078 	0.013258743060408
1079 	0.0128974224640717
1080 	0.0126173302240259
1081 	0.0124239613182772
1082 	0.0123213994653421
1083 	0.0123119142224745
1084 	0.011596398863737
1085 	0.0107350716758465
1086 	0.0100521409028466
1087 	0.00958581165797876
1088 	0.00936848488925721
1089 	0.00912028242821661
1090 	0.00822962129930505
1091 	0.0076359391653524
1092 	0.00741095487716657
1093 	0.00758753731412795
1094 	0.00813959322341221
1095 	0.0080046462964671
1096 	0.00774852923448161
1097 	0.00767179421055294
1098 	0.00777975100282245
1099 	0.00806498624103884
1100 	0.00846274613312942
1101 	0.00896523222605958
1102 	0.00968903985222034
1103 	0.0105888802659208
1104 	0.0116239436058275
1105 	0.0127613687453292
1106 	0.0122053148419293
1107 	0.0113590789963966
1108 	0.0106055266273327
1109 	0.00996570462038057
1110 	0.00946271083037053
1111 	0.00891520183151685
1112 	0.00811937314741648
1113 	0.00740627605105599
1114 	0.00680198041816167
1115 	0.00633768556342263
1116 	0.00604573295967724
1117 	0.0060613740238099
1118 	0.00622425602033572
1119 	0.00651187971963991
1120 	0.00690868283290193
1121 	0.00739711606062892
1122 	0.00758948861428556
1123 	0.00745751946421735
1124 	0.00742376152163425
1125 	0.00748954291923882
1126 	0.00765229707906389
1127 	0.00788920677020828
1128 	0.00776813078813735
1129 	0.0077238470510236
1130 	0.00775767074843317
1131 	0.00786859469423078
1132 	0.00805343369815317
1133 	0.00801202370740728
1134 	0.00783848002715121
1135 	0.00772436491748207
1136 	0.00767233058563006
1137 	0.00768363838596979
1138 	0.0077444077054513
1139 	0.00784812998413181
1140 	0.00807807352843503
1141 	0.00842390846087347
1142 	0.00887209274787788
1143 	0.00940801040816377
1144 	0.00908732270473959
1145 	0.00865087194092311
1146 	0.0084132444694327
1147 	0.00839134824880026
1148 	0.00858683376622959
1149 	0.0085428990280052
1150 	0.00787088106746454
1151 	0.00735485892411892
1152 	0.00702927214221016
1153 	0.00692104904944707
1154 	0.00704022081191299
1155 	0.00702935927106366
1156 	0.00732209793844561
1157 	0.00789847976483041
1158 	0.00870232640662405
1159 	0.00967711863604875
1160 	0.00937144608064182
1161 	0.00819254720042904
1162 	0.00730793741190472
1163 	0.00683288814466869
1164 	0.00685310609687091
1165 	0.00702903360320985
1166 	0.00611652060486757
1167 	0.00569042147570325
1168 	0.00585786054623859
1169 	0.00657363865251743
1170 	0.00768605760030606
1171 	0.00766109277158575
1172 	0.00760398907988117
1173 	0.00786425731934063
1174 	0.00841249203437336
1175 	0.00919734130375347
1176 	0.00956955074960053
1177 	0.0092865961255836
1178 	0.00911295073178592
1179 	0.00905490540369912
1180 	0.0091146689511825
1181 	0.00923636044182534
1182 	0.00878581979702274
1183 	0.00847258224798786
1184 	0.00831218476339423
1185 	0.00831347859090339
1186 	0.00847638968964598
1187 	0.0082514472220934
1188 	0.007870858227538
1189 	0.00754042002033827
1190 	0.00726697707402051
1191 	0.00705715766946346
1192 	0.00691470534590772
1193 	0.00687336177561623
1194 	0.00695259333500235
1195 	0.00714839184509184
1196 	0.00745157418037768
1197 	0.00784142440423778
1198 	0.00807005337887132
1199 	0.00847236364941372
1200 	0.00902515869653267
1201 	0.0097027518059007
1202 	0.0104809663264337
1203 	0.0106693692880375
1204 	0.0107098235421111
1205 	0.0109108311378768
1206 	0.0112637999117895
1207 	0.0117550490132479
1208 	0.0118204205895694
1209 	0.0110895283869654
1210 	0.0105498049853319
1211 	0.0102315482241929
1212 	0.0101556004919289
1213 	0.0102693560310264
1214 	0.00947856069211209
1215 	0.00892181164241778
1216 	0.00864444930913266
1217 	0.00867331859326064
1218 	0.00900547487192603
1219 	0.00907054920735449
1220 	0.00909987521097655
1221 	0.00926841043112956
1222 	0.00956880202097505
1223 	0.00998916159873193
1224 	0.0100225983165242
1225 	0.00952665615293706
1226 	0.0091647877890123
1227 	0.0089532647843343
1228 	0.00890280982042238
1229 	0.00895811576728112
1230 	0.00881925300301342
1231 	0.00885789342101374
1232 	0.00907176912628638
1233 	0.00944898836907813
1234 	0.00997102974687326
1235 	0.00956073295434799
1236 	0.00908882096631528
1237 	0.00876329407537893
1238 	0.00860078973733651
1239 	0.00861054293994501
1240 	0.00843190422157915
1241 	0.00819025191959763
1242 	0.00818633371235226
1243 	0.00842048147272184
1244 	0.00887387019590903
1245 	0.00918016949427524
1246 	0.00881823788749745
1247 	0.00857979686357687
1248 	0.00847527558742873
1249 	0.00850961019250362
1250 	0.00866593295068468
1251 	0.0084875707622506
1252 	0.00853019603315564
1253 	0.00879059467074449
1254 	0.00925039395636656
1255 	0.00988179869315546
1256 	0.00968824382099828
1257 	0.0093369239074115
1258 	0.00913034588350408
1259 	0.00907839589542082
1260 	0.00918369839974689
1261 	0.00885810160979609
1262 	0.00811047394938541
1263 	0.00749879937573216
1264 	0.00705851098397795
1265 	0.0068228691460432
1266 	0.00677658227668113
1267 	0.00696595206722035
1268 	0.00751362724164179
1269 	0.00834939433271775
1270 	0.00939669422687811
1271 	0.0105122252206243
1272 	0.00983906978365751
1273 	0.00936950908846846
1274 	0.00913499305652515
1275 	0.00915360513455169
1276 	0.00942384565920294
1277 	0.00909594299702688
1278 	0.00874848559335846
1279 	0.00858721871695574
1280 	0.00862259556932052
1281 	0.0088522588843127
1282 	0.0090451451373572
1283 	0.00932580531702211
1284 	0.00984089553865767
1285 	0.0105561541828064
1286 	0.0114340781524451
1287 	0.0115582808866701
1288 	0.0104575372953572
1289 	0.00970728517251019
1290 	0.00939189834192795
1291 	0.0095545378442814
1292 	0.00988463829550231
1293 	0.00911423461679013
1294 	0.00855231516799564
1295 	0.00824163457582348
1296 	0.00821076183407713
1297 	0.00846275977304769
1298 	0.00849546064046053
1299 	0.00875900849955367
1300 	0.00924490958887451
1301 	0.00992054543496702
1302 	0.0107502016333461
1303 	0.0104333956180221
1304 	0.00993614128165718
1305 	0.00963711671349925
1306 	0.00955495102362256
1307 	0.0096951593649465
1308 	0.00961671878605103
1309 	0.00941081970195093
1310 	0.00935748569159854
1311 	0.00945929771322996
1312 	0.00971137743781829
1313 	0.00957900930718472
1314 	0.00893117699291298
1315 	0.00852478315103551
1316 	0.00839496487112685
1317 	0.0085543231599328
1318 	0.00860353603173051
1319 	0.00784563908732459
1320 	0.00744554406385196
1321 	0.00746103567903963
1322 	0.00788966625909986
1323 	0.00857455174581866
1324 	0.00863285900183247
1325 	0.00885462178859683
1326 	0.00922806345136634
1327 	0.0097357454093443
1328 	0.0103579475697876
1329 	0.0100711511297747
1330 	0.0098966016317051
1331 	0.00989893874525897
1332 	0.0100780394103182
1333 	0.010424797076072
1334 	0.00981126440880164
1335 	0.0090693102867587
1336 	0.008502101298791
1337 	0.00814622130509642
1338 	0.00802981782157085
1339 	0.00768259757807606
1340 	0.00743002631397165
1341 	0.00755413424228866
